Title,Artist,Year,Ranking,URL,Lyrics
In Da Club,50 Cent,2003,444,https://www.genius.com/50-Cent-In-Da-Club-lyrics," go, go go, go, go, go go, shawty, it s your birthday we gon  party like it s your birthday we gon  sip bacardí like it s your birthday and you know we don t give a fuck it s not your birthday you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed when i pull up out front, you see the benz on dubs when i roll twenty deep, it s twenty nines in the club niggas heard i fuck with dre, now they wanna show me love when you sell like eminem, then the hoes, they wanna fuck look homie, ain t nothin  changed, hoes down, g s up i see xzibit in the cut, hey, nigga, roll that weed up if you watch how i move, you ll mistake me for a player or pimp been hit with a few shells, but i don t walk with a limp in the hood in l.a., they sayin ,  50, you hot  they like me, i want  em to love me like they love pac but holla in new york, the niggas ll tell you i m loco and the plan is to put the rap game in a chokehold i m fully focused, man, my money on my mind got a mil  out the deal and i m still on the grind now shawty said she feelin  my style, she feelin  my flow her girlfriend with her, they bi and they ready to go  you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed my flow, my show brought me the dough that bought me all my fancy things my crib, my cars, my clothes, my jewels look, nigga, i done came up and i ain t changed and you should love it way more than you hate it nigga, you mad?  i thought that you d be happy i made it i m that cat by the bar toastin  to the good life you that faggot-ass nigga tryna pull me back, right? when my joint get to bumpin  in the club, it s on i wink my eye at your bitch, if she smiles, she gone if the roof on fire, let the motherfucker burn if you talkin  about money, homie, i ain t concerned i ma tell you what banks told me,  cuz, go  head, switch the style up if niggas hate, then let  em hate, and watch the money pile up or we can go upside your head with a bottle of bub they know where we fuckin  be you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed don t try to act like you don t know where we be neither, nigga we in the club all the time, nigga, so pop, pop off, nigga g-unit"
Cosmic Dancer,T. Rex,1971,445,https://www.genius.com/T-Rex-Cosmic-Dancer-lyrics, i was dancing when i was twelve i was dancing when i was twelve i was dancing when i was out i was dancing when i was out i danced myself right out the womb i danced myself right out the womb is it strange to dance so soon? i danced myself right out the womb i was dancing when i was eight i was dancing when i was eight is it strange to dance so late? is it strange to dance so late? i danced myself into the tomb i danced myself into the tomb is it strange to dance so soon? i danced myself into the tomb is it wrong to understand the fear that dwells inside a man?  what s it like to be a loon? i liken it to a balloon i danced myself out of the womb i danced myself out of the womb is it strange to dance so soon? i danced myself into the tomb but then again once more i danced myself out of the womb i danced myself out of the womb is it strange to dance so soon? i danced myself out of the womb
Rosalita (Come Out Tonight),Bruce Springsteen,1973,446,https://www.genius.com/Bruce-Springsteen-Rosalita-Come-Out-Tonight-lyrics," spread out now, rosie, doctor come cut loose her mama s reins you know playin  blind man s bluff is a little baby s game you pick up little dynamite, i m gonna pick up little gun and together we re gonna go out tonight and make that highway run you don t have to call me lieutenant, rosie, and i don t want to be your son the only lover i m ever gonna need s your soft sweet little girl s tongue ah, rosie, you re the one dynamite s in the belfry, baby, playin  with the bats little gun s downtown in front of woolworth s, tryin  out his attitude on all the cats papa s on the corner, waitin  for the bus mama, she s home in the window, waitin  up for us she ll be there in that chair when they wrestle her upstairs, cause you know we ain t gonna come ah, i ain t here on business, baby, i m only here for fun and rosie, you re the one rosalita, jump a little lighter señorita, come sit by my fire i just want to be your lover, ain t no liar rosalita, you re my stone desire jack the rabbit and weak knees willie, don t you know they re gonna be there ah, sloppy sue and big bones billy, they ll be comin  up for air we re gonna play some pool, skip some school, act real cool stay out all night, it s gonna feel all right so rosie, come out tonight, oh, baby, come out tonight windows are for cheaters, chimneys for the poor oh, closets are for hangers, winners use the door so use it rosie, that s what it s there for rosalita, jump a little lighter señorita, come sit by my fire i just want to be your lover, ain t no liar rosalita, you re my stone desire all right now, i know your mama, she don t like me cause i play in a rock and roll band and i know your daddy, he don t dig me, but he never did understand your papa lowered the boom, he locked you in your room i m coming to lend a hand i m coming to liberate you, confiscate you, i want to be your man someday we ll look back on this and it will all seem funny but now you re sad, your mama s mad and your papa says he knows that i don t whoa, your papa says he knows whoa, so your daddy says he knows i don t have well, tell him this is his last chance to get his daughter in a fine romance because the record company, rosie, just gave me a big advance and my tires were slashed and i almost crashed, but the lord had mercy and my machine, she s a dud, i m stuck in the mud somewhere in the swamps of jersey well, hold on tight, stay up all night, cause rosie, i m comin  on strong by the time we meet the morning light, i will hold you in my arms i know a pretty little place in southern california down san diego way there s a little café where they play guitars all night and all day you can hear  em in the back room strummin so hold tight, baby, cause don t you know daddy s comin oh, everybody, so!  rosalita, jump a little lighter señorita, come sit by my fire i just want to be your lover, ain t no liar rosalita, you re my stone desire oh, yeah"
Help!,The Beatles,1965,447,https://www.genius.com/The-Beatles-Help-lyrics,"  i need somebody not just anybody you know i need someone when i was younger, so much younger than today i never needed anybody s help in any way but now these days are gone, i m not so self assured now i find i ve changed my mind and opened up the doors help me if you can, i m feeling down and i do appreciate you being  round help me get my feet back on the ground won t you please, please help me? and now my life has changed in oh so many ways my independence seems to vanish in the haze but every now and then i feel so insecure i know that i just need you like i ve never done before help me if you can, i m feeling down and i do appreciate you being  round help me get my feet back on the ground won t you please, please help me?  when i was younger, so much younger than today i never needed anybody s help in any way but now these days are gone, i m not so self assured now i find i ve changed my mind and opened up the doors help me if you can, i m feeling down and i do appreciate you being  round help me get my feet back on the ground won t you please, please help me? help me!  help me, ooh"
Tyrone,Erykah Badu,1997,448,https://www.genius.com/Erykah-Badu-Tyrone-lyrics," now, keep in mind that i m an artist and i m sensitive about my shit but y all been nice about it alright sisters, how y all feel?  brothers, y all alright?  let s see how y all groove to this alright i m gettin  tired of your shit you don t never buy me nothin see, everytime you come around you got to bring jim, james, paul, and tyrone see, why can t we be by ourselves, sometimes see, i ve been having this on my mind for a long time i just want it to be you and me like it used to be, baby but ya don t know how to act so matter of fact i think ya better call tyrone and tell him,  come on, help you get your shit you need to call tyrone and tell him i said  come on  now, everytime i ask you for a little cash you say no and turn right around, and ask me for some ass oh, well, hold up listen, partner i ain t no cheap thrill cause miss badu is always comin  for real and you know the deal, nigga everytime we go somewhere i gotta reach down in my purse to pay your way and your homeboys  way and sometimes your cousin s way they don t never have to pay don t have no cars hang around in bars try to hang around with stars like badu i m gon  tell you the truth showing groove or get the boot i think ya better... heh-heh-heh, call him! and tell him,  come on help you get your shit you need to call tyrone hold on...but ya can t use my phone "
(Don't Fear) The Reaper,Blue Oyster Cult,1976,449,https://www.genius.com/Blue-Oyster-Cult-Dont-Fear-The-Reaper-lyrics," all our times have come here, but now they re gone seasons don t fear the reaper nor do the wind, the sun, or the rain come on, baby baby, take my hand we ll be able to fly baby, i m your man la, la, la, la, la la, la, la, la, la valentine is done here, but now they re gone romeo and juliet are together in eternity 40,000 men and women everyday 40,000 men and women everyday another 40,000 coming everyday come on, baby baby, take my hand we ll be able to fly baby, i m your man la, la, la, la, la la, la, la, la, la love of two is one here, but now they re gone came the last night of sadness and it was clear she couldn t go on the door was open and the wind appeared the candles blew and then disappeared the curtains flew and then he appeared come on, baby and she ran to him they looked backward and said goodbye she had taken his hand come on, baby"
Powderfinger,Neil Young,1979,450,https://www.genius.com/Neil-Young-Powderfinger-lyrics," look out, mama, there s a white boat coming up the river with a big red beacon and a flag and a man on the rail i think you d better call john  cause it don t look like they re here to deliver the mail and it s less than a mile away i hope they didn t come to stay it s got numbers on the side and a gun and it s making big waves daddy s gone and my brother s out huntin  in the mountains big john s been drinkin  since the river took emmy lou so the powers that be left me here to do the thinkin and i just turned twenty-two i was wonderin  what to do and the closer they got the more those feelings grew daddy s rifle in my hand felt reassurin he said red meant run, and numbers add up to nothin when the first shot hit the dock i saw it comin raised my rifle to my eye never stopped to wonder why then i saw black and my face splashed in the sky shelter me from the powder and the finger cover me with the thought that pulled the trigger just think of me as one you never figured would fade away so young with so much left undone remember me to my love i know i ll miss her"
Bad and Boujee,Migos,2016,451,https://www.genius.com/Migos-Bad-and-Boujee-lyrics," you know, young rich niggas you know somethin , we ain t really never had no old money we got a whole lotta new money though, hah hey raindrop , drop-top smokin  on cookie in the hotbox fuckin  on your bitch, she a thot, thot cookin  up dope in the crockpot we came from nothin  to somethin , nigga i don t trust nobody, grip the trigger call up the gang and they come and get ya cry me a river, give you a tissue my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too offset, woo, woo, woo, woo, woo rackaids on rackaids , got back-ends on back-ends i m ridin  around in a coupe i take your bih  right from you bitch, i m a dog, roof beat the ho walls loose hop in the frog, whoo i tell that bih  to come comfort me i swear these niggas is under me they hate and the devil keep jumpin  me bankrolls on me keep me company ayy, we do the most yeah, pull up in ghosts yeah, my diamond s a choker holdin  the fire with no holster rick the ruler, diamonds cooler this a rollie, not a muller dabbin  on  em like the usual magic with the brick, do voodoo courtside with a bad bitch then i send the bitch through uber i m young and rich and plus i m bougie i m not stupid so i keep the uzi rackaids on rackaids, got back-ends on back-ends so my money makin  my back ache you niggas got a low act rate we from the nawf, yeah, dat way fat cookie blunt in the ashtray two bitches, just national smash day hop in the lamb , have a drag race i let them birds take a bath, bae  raindrop , drop-top smokin  on cookie in the hotbox fuckin  on your bitch, she a thot, thot cookin  up dope in the crockpot we came from nothin  to somethin , nigga i don t trust nobody, grip the trigger call up the gang and they come and get ya cry me a river, give you a tissue my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too pour a four, i m droppin  muddy, outer space, kid cudi introduce me to your bitch as wifey and we know she sluttin  broke a brick down, nutty buddy, now that nigga duckin  don t move too fast, i might shoot ya draco bad and bougie i m always hangin  with shooters might be posted somewhere secluded still be playin  with pots and pans, call me quavo ratatouille run with that sack, call me boobie when i m on stage, show me boobies ice on my neck, i m the coolest hop out the suicide with the uzi i pull up, i pull up, i pull up i hop out with all of the drugs and the good luck i m cookin , i m cookin , i m whippin i m whippin  until it rock up, let it lock up i gave her ten racks i told her go shoppin  and spend it all at the pop up these bitches, they fuck and suck dick and they bustin  for instagram, get your clout up uh, yeah, that way float on the track like a segway yeah, that way i used to trap by the subway yeah, that way young nigga trap with the a k yeah, that way big dyke ho, get the door, macy gray  raindrop , drop-top smokin  on cookie in the hotbox fuckin  on your bitch, she a thot, thot cookin  up dope in the crockpot we came from nothin  to somethin , nigga i don t trust nobody, grip the trigger call up the gang and they come and get ya cry me a river, give you a tissue my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too yeah, yeah, yeah, yeah, yeah, yeah my bitch, she bad to the bone ayy, wait, these niggas watchin i swear to god they be my clones yeah, hey, huh switchin  my hoes like my flows switchin  my flows like my clothes keep on shootin  that gun, don t reload ooh, ooh, now she want fuck with my crew  cause the money come all out the roof drive the  rari, that bitch got no roof wait, what kind of  rari?   458 all of these niggas, they hate try to hide, shoot through the gate look, go to strip club, make it rain, yeah so much money they use rakes count a hundred thousand in your face yeah, then put 300 right in the safe met her today, yeah she talk to me like she knew me, yeah go to sleep in a jacuzzi, yeah wakin  up right to a two-piece, yeah countin  that paper like loose-leaf, yeah gettin  that chicken with blue cheese, yeah boy, you so fake, like my collar, you snakin i swear to god that be that gucci and you know we winnin  yeah, we is not losin try to play your song, it ain t move me saw your girl once, now she choosin , yeah  raindrop , drop-top smokin  on cookie in the hotbox fuckin  on your bitch, she a thot, thot cookin  up dope in the crockpot we came from nothin  to somethin , nigga i don t trust nobody, grip the trigger call up the gang and they come and get ya cry me a river, give you a tissue my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too my bitch is bad and bougie cookin  up dope with a uzi my niggas is savage, ruthless we got 30s and hundred-rounds too "
Africa,Toto,1982,452,https://www.genius.com/Toto-Africa-lyrics," i hear the drums echoing tonight but she hears only whispers of some quiet conversation she s comin  in, 12:30 flight the moonlit wings reflect the stars that guide me towards salvation i stopped an old man along the way hopin  to find some old forgotten words or ancient melodies he turned to me as if to say hurry, boy, it s waiting there for you it s gonna take a lot to drag me away from you there s nothin  that a hundred men or more could ever do i bless the rains down in africa gonna take some time to do the things we never had ooh-hoo the wild dogs cry out in the night as they grow restless, longing for some solitary company i know that i must do what s right as sure as kilimanjaro rises like olympus above the serengeti i seek to cure what s deep inside frightened of this thing that i ve become it s gonna take a lot to drag me away from you there s nothin  that a hundred men or more could ever do i bless the rains down in africa gonna take some time to do the things we never had ooh-hoo hurry, boy, she s waiting there for you it s gonna take a lot to drag me away from you there s nothin  that a hundred men or more could ever do i bless the rains down in africa i bless the rains down in africa i bless the rains down in africa i bless the rains down in africa i bless the rains down in africa gonna take some time to do the things we never had ooh-hoo"
The Rain (Supa Dupa Fly),Missy Elliott,1997,453,https://www.genius.com/Missy-Elliott-The-Rain-Supa-Dupa-Fly-lyrics," run the track me, i m supa fly supa-dupa fly, supa-dupa fly me, i m supa fly supa-dupa fly, supa-dupa fly me, i m supa fly supa-dupa fly, supa-dupa fly me, i m supa fly when the rain hits my window i take and *inhale, cough* me some indo me and timbaland, ooh, we sang a jangle we so tight, that you get our styles tangled sway or do-si-do like you loco can we get kinky tonight?   like coko, so-so you don t wanna play with my yo-yo i smoke my hydro on the d-low i can t stand the rain against my window i can t stand the rain against my window i can t stand the rain against my window i— i can t stand the rain against my window beep, beep, who got the keys to the jeep? vroom i m driving to the beach top down, loud sounds, see my peeps give them pounds, now look who it be it be me-me-me and timothy look like it s  bout to rain, what a shame i got the armor all to shine up the stain oh, missy, try to maintain ficky-ficky-ficky-ficky-ficky-ficky-ficky i can t stand the rain i can t stand the rain against my window i— i can t stand the rain against my window i can t stand the rain against my window i can t stand the rain i feel the wind five, six, seven, eight, nine, ten begin, i sit on hills like lauryn until the rain starts coming down, pouring chill, i got my umbrella my finger waves these days, they fall like humpty chumpy, i break up with him before he dump me to have me, yes, you lucky  against my window i can t stand the rain against my window i— i can t stand the rain against my window i can t stand the rain against my window i can t stand the rain i can t stand the rain i can t stand the rain i can t stand the rain i can t stand the rain against my window i can t stand the rain against my window i— i can t stand the rain against my window i can t stand the rain against my window i can t stand the rain i can t stand the rain i can t stand the rain i can t stand the rain"
Bam Bam,Sister Nancy,1982,454,https://www.genius.com/Sister-Nancy-Bam-Bam-lyrics," a me seh one ting nancy cyaan understan one ting nancy cyaan understan wha  mek dem a talk  bout me ambishan seh, wha  mek dem a talk  bout me ambishan ca me seh some a dem a ax me whey me get it fram ca some a dem a ax me whey me get it fram a true dem nuh know it s fram creation a true dem nuh know it s-a fram creation bam bam, ey, what a bam bam bam bam dilla, bam bam bam bam dilla, bam bam ey what a bam bam, seh what a bam bam dis woman neva trouble no one i m a lady, i m not a man mc is my ambishan i come fi nice up jamaica so bam bam, what a bam bam bam bam dilla, bam bam bam bam dilla, bam bam ey a me seh what a bam bam tell em seh me seh what a bam bam ey ya, tell em, tell em me born an me grow ina kingston 6 i nancy write me crissest lirics when you hear dem nuh sound like miss prissy biscuit you come ina de place so me seh well well slick bam bam,  ey seh what a bam bam bam bam dilla, bam bam bam bam dilla, bam bam ey seh what a bam bam,  ey seh what a bam bam a some a dem a seh me a go mash up dem plan a true dem nuh know me a one bisnis woman sister nancy she a one ina 3 million sister nancy she a one ina 3 million so bam bam, seh what a bam bam bam bam billa, bam bam bam bam billa, bam bam ey seh go, sister nancy, mek you go i tell yousel  fi go sister nancy, mek you go i know it from me head straight down to my toe a tee-tar-toe sister nancy a me go a some a dem a ax a sister nancy mek you bad so bung dung didle-a sister nancy mek you bad so e bam bam, what a bam bam e bam bam dilla, bam bam e bam bam billa, bam bam what a bam bam,  ey so me seh what a bam bam dis woman neva choble no one i m a lady, i m not a man mc is my ambishan i come fi nice up jamaica so bam bam, seh what a bam bam bam bam dilla, bam bam bam bam dilla, bam bam ey so me seh one ting nancy cyaan understan one ting nancy cyaan understan"
White Rabbit,Jefferson Airplane,1967,455,https://www.genius.com/Jefferson-Airplane-White-Rabbit-lyrics, one pill makes you larger and one pill makes you small and the ones that mother gives you don t do anything at all go ask alice when she s ten feet tall and if you go chasing rabbits and you know you re going to fall tell  em a hookah smoking caterpillar has given you the call he called alice when she was just small when the men on the chessboard get up and tell you where to go and you ve just had some kind of mushroom and your mind is moving low go ask alice i think she ll know when logic and proportion have fallen sloppy dead and the white knight is talking backwards and the red queen s off with her head remember what the dormouse said feed your head feed your head
Summertime Sadness,Lana Del Rey,2012,456,https://www.genius.com/Lana-Del-Rey-Summertime-Sadness-lyrics," kiss me hard before you go summertime sadness i just wanted you to know that, baby, you the best i got my red dress on tonight dancin  in the dark, in the pale moonlight done my hair up real big, beauty queen style high heels off, i m feelin  alive oh my god, i feel it in the air telephone wires above are sizzlin  like a snare honey, i m on fire, i feel it everywhere nothin  scares me anymore kiss me hard before you go summertime sadness i just wanted you to know that, baby, you the best i got that summertime, summertime sadness su-su-summertime, summertime sadness got that summertime, summertime sadness oh, oh, oh i m feelin  electric tonight cruisin  down the coast, goin   bout 99 got my bad baby by my heavenly side i know, if i go, i ll die happy tonight oh my god, i feel it in the air telephone wires above are sizzlin  like a snare honey, i m on fire, i feel it everywhere nothin  scares me anymore kiss me hard before you go summertime sadness i just wanted you to know that, baby, you the best i got that summertime, summertime sadness su-su-summertime, summertime sadness got that summertime, summertime sadness oh, oh, oh think i ll miss you forever like the stars miss the sun in the morning sky later s better than never even if you re gone, i m gonna drive drive i got that summertime, summertime sadness su-su-summertime, summertime sadness got that summertime, summertime sadness oh, oh, oh kiss me hard before you go summertime sadness i just wanted you to know that, baby, you the best i got that summertime, summertime sadness su-su-summertime, summertime sadness got that summertime, summertime sadness oh, oh, oh"
Livin' on a Prayer,Bon Jovi,1986,457,https://www.genius.com/Bon-Jovi-Livin-on-a-Prayer-lyrics," once upon a time, not so long ago tommy used to work on the docks union s been on strike, he s down on his luck it s tough so tough gina works the diner all day workin  for her man, she brings home her pay for love mm, for love she says,  we ve gotta hold on to what we ve got it doesn t make a difference if we make it or not we ve got each other and that s a lot for love we ll give it a shot woah, we re halfway there woah-oh, livin  on a prayer take my hand, we ll make it, i swear woah-oh, livin  on a prayer tommy s got his six-string in hock now he s holdin  in, when he used to make it talk so tough ooh, it s tough gina dreams of runnin  away when she cries in the night, tommy whispers baby, it s okay someday  we ve gotta hold on to what we ve got it doesn t make a difference if we make it or not we ve got each other and that s a lot for love we ll give it a shot woah, we re halfway there woah-oh, livin  on a prayer take my hand, we ll make it i swear woah-oh, livin  on a prayer, livin  on a prayer ooh, we gotta hold on, ready or not you live for the fight when that s all that you ve got woah, we re halfway there woah-oh, livin  on a prayer take my hand and we ll make it, i swear woah-oh, livin  on a prayer woah, we re halfway there woah-oh, livin  on a prayer take my hand and we ll make it, i swear woah-oh, livin  on a prayer woah, we re halfway there woah-oh, livin  on a prayer take my hand and we ll make it, i swear woah-oh, livin  on a prayer"
Loser,Beck,1993,458,https://www.genius.com/Beck-Loser-lyrics," in the time of chimpanzees, i was a monkey butane in my veins, and i m out to cut the junkie with the plastic eyeballs, spray paint the vegetables dog food skulls with the beefcake pantyhose kill the headlights and put it in neutral stock car flaming with the loser in the cruise control baby s in reno with the vitamin d got a couple of couches, sleep on the loveseat someone came, saying i m insane to complain about a shotgun wedding and a stain on my shirt don t believe everything that you breathe you get a parking violation and a maggot on your sleeve so shave your face with some mace in the dark saving all your food stamps and burning down the trailer park yo, cut it soy un perdedor i m a loser, baby, so why don t you kill me?  soy un perdedor i m a loser, baby, so why don t you kill me? the forces of evil and a bozo nightmare ban all the music with the phony gas chamber cause one s got a weasel and the other s got a flag one s on the pole, shove the other in a bag with the rerun shows and the cocaine nose job the daytime crap of the folksinger slob he hung himself with a guitar string a slab of turkey neck, and it s hanging from a pigeon wing you can t write if you can t relate trade the cash for the beat, for the body, for the hate and my time is a piece of wax fallin  on a termite who s chokin  on the splinters soy un perdedor i m a loser, baby, so why don t you kill me?  soy un perdedor i m a loser, baby, so why don t you kill me?  i m a driver, i m a winner things are gonna change, i can feel it soy un perdedor i m a loser, baby, so why don t you kill me?  soy un perdedor i m a loser, baby, so why don t you kill me?  soy un perdedor i m a loser, baby, so why don t you kill me?  soy un perdedor i m a loser, baby, so why don t you kill me?  "
No Ordinary Love,Sade,1992,459,https://www.genius.com/Sade-No-Ordinary-Love-lyrics," i gave you all the love i got i gave you more than i could give gave you love i gave you all that i have inside and you took my love you took my love didn t i tell you what i believe? did somebody say that a love like that won t last? didn t i give you all that i ve got to give, baby? i gave you all the love i got i gave you more than i could give gave you love i gave you all that i have inside and you took my love you took my love i keep crying i keep trying for you there s nothing like you and i, baby this is no ordinary love no ordinary love this is no ordinary love no ordinary love when you came my way you brightened every day with your sweet smile didn t i tell you what i believe? did somebody say that a love like that won t last? didn t i give you all that i ve got to give, baby? this is no ordinary love no ordinary love this is no ordinary love no ordinary love i keep crying i keep trying for you there s nothing like you and i baby this is no ordinary love no ordinary love this is no ordinary love no ordinary love keep trying for you keep crying for you keep lying for you keep flying, i m falling and i m falling keep trying for you keep crying for you keep lying for you keep flying, i m falling and i m falling"
Ku Klux Klan,Steel Pulse,1978,460,https://www.genius.com/Steel-Pulse-Ku-Klux-Klan-lyrics," walking along just kicking stones minding my own business i come face to face with my foe disguised in violence from head to toe i holler and i bawl them no let me go now to let me go was not dem intention one nigga the less, the better the show stand strong black skin and take your blow the ku klux klan the ku klux klan here to stamp out black man the ku klux klan to be taught a lesson not to walk alone i was waiting for the good samaritan but, but, but waiting was hopeless, it was all in vain the ku klux klan back again i holler and i bawl them no let me go now one nigga the less, the better the show stand strong black skin and take your blow the ku klux klan the ku klux klan rape, lynch, kill and maim things can t remain the same you know! black man, do unto the klan as they would do to you in this case, hate thy neighbour those cowards only kill who they fear that s why they hide behind the hoods and cloaks they wear i holler and i bawl dem no let me go oh no, oh no the ku klux klan the ku klux klan here to stamp out black man rape, lynch, kill and maim things can t remain the same you know"
Crying,Roy Orbison,1962,461,https://www.genius.com/Roy-Orbison-Crying-lyrics," i was alright for a while i could smile for a while but i saw you last night you held my hand so tight as you stopped to say,  hello oh, you wished me well you couldn t tell that i d been crying over you crying over you when you said,  so long left me standing all alone alone and crying, crying crying, crying it s hard to understand but the touch of your hand can start me crying i thought that i was over you but it s true, so true i love you even more than i did before but, darling, what can i do?  for you don t love me and i ll always be crying over you crying over you yes, now you re gone and from this moment on i ll be crying, crying crying, crying yeah, i m crying, crying over you"
Into the Mystic,Van Morrison,1970,462,https://www.genius.com/Van-Morrison-Into-the-Mystic-lyrics," we were born before the wind also younger than the sun ere the bonnie boat was won as we sailed into the mystic hark, now hear the sailors cry smell the sea and feel the sky let your soul and spirit fly into the mystic and when that foghorn blows i will be coming home, mmhmm hmm and when the foghorn blows i want to hear it i don t have to fear it and i want to rock your gypsy soul just like way back in the days of old and magnificently we will float into the mystic, mmm when that foghorn blows you know i will be coming home, mmm uh and when that foghorn whistle blows i gotta hear it i don t have to fear it and i wanna rock your gypsy soul just like way back in the days of old and together we will float into the mystic, mmm come on girl too late to stop now"
Boom Boom,John Lee Hooker,1962,463,https://www.genius.com/John-Lee-Hooker-Boom-Boom-lyrics," boom, boom, boom, boom i m gonna shoot you right down right off your feet take you home with me put you in my house boom, boom, boom, boom mmmm hmmm mm hm hm hm i love to see you walk up and down the floor when you talking to me that baby talk i like it like that you talk like that you knock me dead right off my feet a haw haw haw haw whoa! once you walk that walk and talk that talk and whisper in my ear tell me that you love me i love that talk that baby talk you knock me dead right off my feet a haw haw haw haw yeah, yeah!  "
Help Me,Joni Mitchell,1974,464,https://www.genius.com/Joni-Mitchell-Help-Me-lyrics," help me, i think i m falling in love again when i get that crazy feeling, i know i m in trouble again i m in trouble  cause you re a rambler and a gambler and a sweet ta iking ladies man and you love your lovin but not like you love your freedom help me, i think i m falling in love too fast it s got me hoping for the future and worrying about the past cause i ve seen some hot hot blazes come down to smoke and ash we love our lovin but not like we love our freedom didn t it feel good, we were sitting there talking? or lying there not talking, didn t it feel good? you dance with the lady with the hole in her stocking didn t it feel good, didn t it feel good?  help me, i think i m falling in love with you are you going to let me go there by myself? that s such a lonely thing to do both of us flirting around flirting and flirting, hurting too we love our lovin but not like we love our freedom"
Get Lucky,Daft Punk,2013,465,https://www.genius.com/Daft-Punk-Get-Lucky-lyrics," like the legend of the phoenix, huh all ends with beginnings what keeps the planet spinning, uh-huh the force from the beginning look we ve come too far to give up who we are so let s raise the bar and our cups to the stars she s up all night  til the sun i m up all night to get some she s up all night for good fun i m up all night to get lucky we re up all night  til the sun we re up all night to get some we re up all night for good fun we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky the present has no ribbon your gift keeps on giving what is this i m feeling? if you wanna leave, i m with it, uh-huh we ve come too far to give up who we are so let s raise the bar and our cups to the stars she s up all night  til the sun i m up all night to get some she s up all night for good fun i m up all night to get lucky we re up all night  til the sun we re up all night to get some we re up all night for good fun we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky she s up all night  til the sun i m up all night to get some she s up all night for good fun i m up all night to get lucky we re up all night  til the sun we re up all night to get some we re up all night for good fun we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky she s up all night  til the sun i m up all night to get some she s up all night for good fun i m up all night to get lucky we re up all night  til the sun we re up all night to get some we re up all night for good fun we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get we re up all night to get we re up all night to get we re up all night to get we re up all night to get we re up all night to get we re up all night to get we re up all night to get we re up all night to get back together we re up all night to get we re up all night to get we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we ve come too far to give up who we are so let s raise the bar and our cups to the stars she s up all night  til the sun i m up all night to get some she s up all night for good fun i m up all night to get lucky we re up all night  til the sun we re up all night to get some we re up all night for good fun we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky we re up all night to get lucky"
