Title,Artist,Year,Ranking,URL,Lyrics
New Year's Day,U2,1983,435,https://www.genius.com/U2-New-Years-Day-lyrics," yeah all is quiet on new year s day a world in white gets underway i want to be with you, be with you night and day nothing changes on new year s day on new year s day i will be with you again i will be with you again under a blood red sky a crowd has gathered in black and white arms entwined, the chosen few the newspaper says, says say it s true, it s true and we can break through though torn in two we can be one i, i will begin again i, i will begin again yeah, oh, oh-oh-oh oh-oh, oh-oh, oh-oh oh-oh, oh-oh, oh-oh oh, maybe the time is right oh, maybe tonight i will be with you again i will be with you again and so we re told this is the golden age and gold is the reason for the wars we wage though i want to be with you, be with you night and day nothing changes new year s day on new year s day on new year s day on new year s day"
Everybody Needs Somebody to Love,Solomon Burke,1964,436,https://www.genius.com/Solomon-Burke-Everybody-Needs-Somebody-to-Love-lyrics," i m so happy to be here tonight so glad to be in your wonderful city i have a little message for you and i want to tell every woman and every man tonight that s ever needed someone to love that s ever had somebody to love them that s ever had somebody s understanding that s ever had someone that needs their love all the time someone that s with them when they re up somebody that s with them when they re down if you had yourself somebody like this, you better hold onto them cause let me tell you something sometimes you get what you want and you lose what you have there s a song i sing and i believe if everybody was to sing this song it would save the whole world listen to me everybody needs somebody everybody wants somebody to love honey to hug, yeah sugar to kiss, mmm baby to miss now, yeah baby to tease sometimes to please, yeah and i need and i need in the morning, baby when the sun goes down ain t no nobody around you whoa, listen to me sometimes i feel like i feel a little sad inside my baby mistreats me and i can t get a little, little mad but i need you just to see me through, sugar somebody to hold my hand when i feel a little lonely but i wanna hear you say yeah let me hear you say yeah, yeah yeah, yeah yeah i just want one woman to stand up and say,  i love you i want someone to be a witness tonight and i just wanna hear you say,  i love you i wanna here you say,  i love you oh i just want somebody to squeeze me tight"
(White Man) In Hammersmith Palais,The Clash,1979,437,https://www.genius.com/The-Clash-White-Man-In-Hammersmith-Palais-lyrics," 1,2, a 1, 2,3,4 ooh midnight to six, man for the first time from jamaica dillinger and a leroy smart delroy wilson, your cool operator ken boothe for u k pop reggae with backin  bands sound systems if they got anything to say there s many black ears here to listen but it was four tops all night with encores from stage right charging from the bass knives to the treble but onstage they ain t got no roots rock rebel onstage they ain t got no...roots rock rebel cause it won t get you anywhere foolin  with the guns the british army is waitin  out there an  it weighs fifteen hundred tons white youth, black youth better find another solution why not phone up a robin hood and ask him for some wealth distribution? punk rocker in the u kthey won t notice anyway they re all too busy fightin for a good place under the lightin the new groups are not concerned with what there is to be learned they got burton suits, huh, ya  think it s funny turnin  rebellion into money all over people changin  their votes along with their overcoats if adolf hitler flew in today they d send a limousine anyway i m the all-night drug-prowling  wolf who looks so sick in the sun i m the white man in the palais just a lookin  for fun only lookin  for fun oh, please mister just leave me alone i m only lookin  for fun"
Ain't That a Shame,Fats Domino,1955,438,https://www.genius.com/Fats-Domino-Aint-That-a-Shame-lyrics," you made me cry when you said goodbye ain t that a shame? my tears fell like rain ain t that a shame? you re the one to blame you broke my heart when you said we ll part ain t that a shame? my tears fell like rain ain t that a shame? you re the one to blame oh, well, goodbye although i ll cry ain t that a shame? my tears fell like rain ain t that a shame? you re the one to blame you made me cry when you said goodbye ain t that a shame? my tears fell like rain ain t that a shame? you re the one to blame oh well, goodbye although i ll cry ain t that a shame? my tears fell like rain ain t that a shame? you re the one to blame"
Midnight Train to Georgia,Gladys Knight and the Pips,1973,439,https://www.genius.com/Gladys-Knight-and-the-Pips-Midnight-Train-to-Georgia-lyrics," mm, l.a proved too much for the man so he s leavin  the life he s come to know, ooh he said he s goin  back to find ooh, ooh, ooh, what s left of his world the world he left behind not so long ago he s leavin  on that midnight train to georgia mm, yes said he s goin  back to a simpler place and time oh, yes, he is and i ll be with him on that midnight train to georgia yeah i d rather live in his world than live without him in mine he kept dreamin  ooh, that someday he d be a star but he sure found out the hard way that dreams don t always come true oh, no, uh-uh so he pawned all his hopes and he even sold his old car bought a one-way ticket back to the life he once knew oh, yes, he did, he said he would oh, no, he s leavin on that midnight train to georgia hmm, yeah said he s goin  back to find ooh, a simpler place and time oh, yeah i m gonna be with him on that midnight train to georgia oh i d rather live in his world than live without him in mine ooh, he s leavin  on the midnight train to georgia yeah, ooh, y all said he s goin  back to find ooh, a simpler place and time ooh, y all, uh-huh i ve got to be with him on that midnight train to georgia yeah i d rather live in his world than live without him in mine oh for love gonna board the midnight train to ride for love gonna board gotta board the midnight train to go for love gonna board uh-huh, the midnight train to go my world his world our world, mine and his alone my world his world our world, mine and his alone i ve got to go i ve got to go i ve got to go, hey i ve got to go i ve got to go mm my world his world my man, his girl i ve got to go i ve got to go oh, i ve got to go my world his world our world, his girl…"
Ramble On,Led Zeppelin,1969,440,https://www.genius.com/Led-Zeppelin-Ramble-On-lyrics," the leaves are falling all around, time i was on my way thanks to you, i m much obliged for such a pleasant stay but now it s time for me to go, the autumn moon lights my way for now i smell the rain, and with it pain, and it s headed my way ah, sometimes i grow so tired but i know i ve got one thing i got to do ramble on, and now s the time, the time is now to sing my song, i m going  round the world, i gotta find my girl on my way, i ve been this way ten years to the day ramble on, gotta find the queen of all my dreams got no time to for spreading roots the time has come to be gone and though  our health  we drank a thousand times it s time to ramble on ramble on, and now the time, the time is now to sing my song, i m going  round the world, i gotta find my girl on my way, i ve been this way ten years to the day i gotta ramble on, i gotta find the queen of all my dreams i tell you no lie mine s a tale that can t be told, my freedom i hold dear how years ago in days of old, when magic filled the air twas in the darkest depths of mordor, i met a girl so fair but gollum and the evil one crept up and slipped away with her her, her, yeah ah, there s nothing i can do now i guess i ll keep on ramblin , i m gonna shake i gotta find my baby i m gonna ramble on, sing my song gonna work my way, going  round the world baby, baby do do do do do do do do, my baby i can t stop this feeling in my heart every time i think about my baby i think,  we gots to part gotta keep on searching for my baby baby, baby, baby, baby, baby i gotta keep on searching for my baby my, my, my, my, my, my, baby i can t find my bluebird! i listened to what my bluebird said, but i, i can t find my bluebird! i keep rambling, baby"
Mustang Sally,Wilson Pickett,1966,441,https://www.genius.com/Wilson-Pickett-Mustang-Sally-lyrics," mustang sally, guess you better slow your mustang down oh, what i said now mustang sally, now baby, oh no guess you better slow your mustang down, huh oh yeah you been running all over the town now oh, i guess i ll have to put your flat feet on the ground, huh what i said now listen, all you want to do is ride around sally all you want to do is ride around sally all you want to do is ride around sally one of these early mornings you gonna be wiping your weeping eyes huh what i said now i bought you a brand new mustang a nineteen sixty five now you come around signifying a woman you don t wanna let me ride mustang sally now baby, oh lord guess you better slow that mustang down huh, oh lord you been running all over the town oh!  i ll have to put your flat feet on the ground huh what i said now listen one more time y all all you want to do is ride around sally all you want to do is ride around sally all you want to do is ride around sally"
Alone Again Or,Love,1968,442,https://www.genius.com/Love-Alone-Again-Or-lyrics," yeah said, it s all right i won t forget all the times i ve waited patiently for you and you ll do just what you choose to do and i will be alone again tonight, my dear yeah i heard a funny thing somebody said to me you know that i could be in love with almost everyone i think that people are the greatest fun and i will be alone again tonight, my dear yeah i heard a funny thing somebody said to me you know that i could be in love with almost everyone i think that people are the greatest fun and i will be alone again tonight, my dear"
Beast of Burden,The Rolling Stones,1978,443,https://www.genius.com/The-Rolling-Stones-Beast-of-Burden-lyrics," i ll never be your beast of burden my back is broad, but it s a-hurting all i want, for you to make love to me i ll never be your beast of burden i ve walked for miles, my feet are hurting all i want is for you to make love to me am i hard enough? am i rough enough? am i rich enough? i m not too blind to see i ll never be your beast of burden so let s go home and draw the curtains music on the radio come on, baby, make sweet love to me am i hard enough? am i rough enough? am i rich enough? i m not too blind to see oh, little sister pretty, pretty, pretty, pretty girls you re a pretty, pretty, pretty, pretty, pretty, pretty girl pretty, pretty, such a pretty, pretty, pretty girl come on, baby, please, please, please i ll tell you, you can put me out on the street put me out with no shoes on my feet but put me out, put me out put me out of misery, yeah all your sickness, i can suck it up throw it all at me, i can shrug it off there s one thing, baby, i don t understand you keep on telling me i ain t your kind of man ain t i rough enough?  ooh, honey ain t i tough enough? ain t i rich enough?  in love enough? ooh, please i ll never be your beast of burden i ll never be your beast of burden never, never, never, never, never, never, never be i ll never be your beast of burden i ve walked for miles, my feet are hurting all i want is you to make love to me, yeah i don t need no beast of burden i need no fussing, i need no nursing never, never, never, never, never, never, never be"
Love Me Tender,Elvis Presley,1956,444,https://www.genius.com/Elvis-Presley-Love-Me-Tender-lyrics," love me tender, love me sweet never let me go you have made my life complete and i love you so love me tender, love me true all my dreams fulfill for, my darling, i love you and i always will love me tender, love me long take me to your heart for it s there that i belong and we ll never part love me tender, love me true all my dreams fulfill for, my darling, i love you and i always will love me tender, love me dear tell me you are mine i ll be yours through all the years till the end of time love me tender, love me true all my dreams fulfill for, my darling, i love you and i always will"
I Wanna Be Your Dog,The Stooges,1969,445,https://www.genius.com/The-Stooges-I-Wanna-Be-Your-Dog-lyrics," so messed up, i want you here in my room, i want you here and now we re gonna be face-to-face and i ll lay right down in my favorite place and now i wanna be your dog and now i wanna be your dog and now i wanna be your dog well, come on and now i m ready to close my eyes and now i m ready to close my mind and now i m ready to feel your hand and lose my heart on the burning sands and now i wanna be your dog and now i wanna be your dog and now i wanna be your dog well, come on uh, uh, uh"
"n Pepa, 'Push It",Salt,1987,446,https://www.genius.com/Salt-n-Pepa-Push-It-lyrics," ah, push it ah, push it oooh, baby, baby baby, baby oooh, baby, baby baby, baby get up on this! ah, push it ah, push it ah, push it ah, push it ow, baby salt and pepa s here salt, salt, salt, salt and pepa s here salt, salt, salt, salt, salt, salt and pepa s here salt and, salt and, salt and pepa s here salt, salt, salt, salt and pepa s here salt and pepa s here, and we re in effect want you to push it, babe coolin  by day then at night, working up a sweat c mon girls, let s go show the guys that we know how to become number one in a hot party show now push it ah, push it — push it good ah, push it — push it real good ah, push it — push it good ah, push it — p-push it real good hey!  ow! push it good! oooh, baby, baby baby, baby oooh, baby, baby ba-baby, baby push it good push it real good ah, push it ah, push it yo, yo, yo, yo, baby-pop yeah, you, come here, give me a kiss better make it fast or else i m gonna get pissed can t you hear the music s pumpin  hard like i wish you would? now push it push it good push it real good push it good p-push it real good ah, push it get up on this! ah, get up on this! ah ah, get up on this! ow, get up on this!  boy, you really got me going you got me so i don t know what i m doing ah, push it ah, push it boy, you really got me going you got me so i don t know what i m doing ah, push it ah, push it ah ah, push it push it push push it push it push it, push push push  it, push it push it, push it, push it push it push it push it, push it, push it push it push it"
Pink Houses,John Mellencamp,1983,447,https://www.genius.com/John-Mellencamp-Pink-Houses-lyrics," there s a black man with a black cat livin  in a black neighborhood he s got an interstate runnin  through his front yard you know he thinks that he s got it so good and there s a woman in the kitchen cleanin  up the evenin  slop and he looks at her and says,  hey darlin i can remember when you could stop a clock. oh, but ain t that america for you and me? ain t that america somethin  to see, baby? ain t that america home of the free, yeah? little pink houses for you and me oh, yeah, for you and me ey! well, there s a young man in a t-shirt listen  to a rock  n  roll station he s got greasy hair, greasy smile he says,  lord, this must be my destination  cause they told me when i was younger sayin ,  boy, you re gonna be president but just like everything else, those old crazy dreams just kinda came and went oh, but ain t that america for you and me? ain t that america somethin  to see baby? ain t that america home of the free, yeah? little pink houses for you and me oh, baby, for you and me well, there s people and more people what do they know, know, know go to work in some high rise and vacation down at the gulf of mexico ooh, yeah and there s winners, and there s losers but they ain t no big deal cause the simple man baby pays the thrills the bills, the pills that kill oh, but ain t that america for you and me? ain t that america somethin  to see, baby? ain t that america, home of the free, yeah? little pink houses for you and me ooh ooh yeah ain t that america for you and me? ain t that america hey, well somethin  to see baby? ain t that america oh, well the home of the free yeah, yeah, yeah, yeah, yeah, yeah little pink houses, baby, for you and me ooh yeah ooh yeah"
In Da Club,50 Cent,2002,448,https://www.genius.com/50-Cent-In-Da-Club-lyrics," go, go go, go, go, go go, shawty, it s your birthday we gon  party like it s your birthday we gon  sip bacardí like it s your birthday and you know we don t give a fuck it s not your birthday you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed when i pull up out front, you see the benz on dubs when i roll twenty deep, it s twenty nines in the club niggas heard i fuck with dre, now they wanna show me love when you sell like eminem, then the hoes, they wanna fuck look homie, ain t nothin  changed, hoes down, g s up i see xzibit in the cut, hey, nigga, roll that weed up if you watch how i move, you ll mistake me for a player or pimp been hit with a few shells, but i don t walk with a limp in the hood in l.a., they sayin ,  50, you hot  they like me, i want  em to love me like they love pac but holla in new york, the niggas ll tell you i m loco and the plan is to put the rap game in a chokehold i m fully focused, man, my money on my mind got a mil  out the deal and i m still on the grind now shawty said she feelin  my style, she feelin  my flow her girlfriend with her, they bi and they ready to go  you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed my flow, my show brought me the dough that bought me all my fancy things my crib, my cars, my clothes, my jewels look, nigga, i done came up and i ain t changed and you should love it way more than you hate it nigga, you mad?  i thought that you d be happy i made it i m that cat by the bar toastin  to the good life you that faggot-ass nigga tryna pull me back, right? when my joint get to bumpin  in the club, it s on i wink my eye at your bitch, if she smiles, she gone if the roof on fire, let the motherfucker burn if you talkin  about money, homie, i ain t concerned i ma tell you what banks told me,  cuz, go  head, switch the style up if niggas hate, then let  em hate, and watch the money pile up or we can go upside your head with a bottle of bub they know where we fuckin  be you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed you can find me in the club, bottle full of bub look, mami, i got the x if you into takin  drugs i m into havin  sex, i ain t into makin  love so come give me a hug if you into gettin  rubbed don t try to act like you don t know where we be neither, nigga we in the club all the time, nigga, so pop, pop off, nigga g-unit"
Come Go With Me,The Del-Vikings,1957,449,https://www.genius.com/The-Del-Vikings-Come-Go-With-Me-lyrics," dom-dom dom-dom dom-de-doo-be dom dom dom dom dom dom-de-doo-be dom dom dom dom dom dom-be-doo-be dom woa-woa-woa-woah dom-dom dom-dom dom-de-doo-be dom dom dom dom dom dom-de-doo-be dom dom dom dom dom dom-be-doo-be dom woa-woa-woa-woah well i love, love you darlin come and go with me come home with me way beyond the sea i need you darlin so come and go with me come, come, come, come come into my heart tell me darlin we will never part i need you darlin so come go with me yes, i need you yes, i really need you please say you ll never leave me well, say you never yes, you really never you never give me a chance come, come, come, come come into my heart tell me darlin we will never part i need you darlin so come go with me yes, i need you yes, i really need you please say you ll never leave me well, say you never yes, you really never you never give me a chance"
I Shot the Sheriff,Bob Marley and the Wailers,1973,450,https://www.genius.com/Bob-Marley-and-the-Wailers-I-Shot-the-Sheriff-lyrics," i shot the sheriff but i didn t shoot no deputy, oh no, oh i shot the sheriff but i didn t shoot no deputy, ooh, ooh, ooh yeah, all around in my home town they re trying to track me down, yeah they say they want to bring me in guilty for the killing of a deputy for the life of a deputy but i say oh, now, now, oh i shot the sheriff, the sheriff but i swear it was in self-defense, oh no ooh, ooh, ooh, yeah i say, i shot the sherriff, oh lord and they say it is a capital offense, yeah ooh, ooh, ooh, yeah sheriff john brown always hated me for what, i don t know every time i plant a seed he said kill it before it grow he said kill them before they grow and so, and so read it in the news i shot the sheriff, oh lord but i swear it was in self-defense where was the deputy?  ooh, ooh, ooh i say, i shot the sheriff but i swear it was in self-defense, yeah ooh-ooh freedom came my way one day and i started out of town, yeah all of a sudden i saw sheriff john brown aiming to shoot me down so i shot, i shot, i shot him down and i say if i am guilty i will pay i shot the sheriff but i say, but i didn t shoot no deputy i didn t shoot no deputy, oh no, ooh, ooh, ooh i shot the sheriff, i did but i didn t shoot no deputy, oh ooh, ooh, ooh reflexes had the better of me and what is to be must be every day the bucket a-go a well one day the bottom a-go drop out one day the bottom a-go drop out i say i-i-i, i shot the sheriff lord, i didn t shot the deputy, no yeah, i-i shot the sheriff but i didn t shoot no deputy, yeah, so, yeah"
I Got You Babe,Sonny and Cher,1965,451,https://www.genius.com/Sonny-and-Cher-I-Got-You-Babe-lyrics," they say we re young and we don t know we won t find out until we grow well i don t know if all that s true cause you got me, and baby, i got you babe i got you babe, i got you babe they say our love won t pay the rent before it s earned, our money s all been spent i guess that s so, we don t have a pot but at least i m sure of all the things we got babe i got you babe, i got you babe i got flowers in the spring, i got you to wear my ring and when i m sad, you re a clown and if i get scared, you re always around so let them say your hair s too long cause i don t care, with you i can t go wrong then put your little hand in mine there ain t no hill or mountain we can t climb babe i got you babe, i got you babe i got you to hold my hand i got you to understand i got you to walk with me i got you to talk with me i got you to kiss goodnight i got you to hold me tight i got you, i won t let go i got you to love me so i got you babe i got you babe i got you babe i got you babe i got you babe"
Come As You Are,Nirvana,1991,452,https://www.genius.com/Nirvana-Come-As-You-Are-lyrics," come as you are, as you were as i want you to be as a friend, as a friend as an old enemy take your time, hurry up choice is yours, don t be late take a rest as a friend as an old memoria memoria memoria memoria come doused in mud, soaked in bleach as i want you to be as a trend, as a friend as an old memoria memoria memoria memoria and i swear that i don t have a gun no, i don t have a gun no, i don t have a gun ria memoria memoria memoria well, i swear that i don t have a gun no, i don t have a gun no, i don t have a gun no, i don t have a gun no, i don t have a gun"
Pressure Drop,Toots and the Maytals,1973,453,https://www.genius.com/Toots-and-the-Maytals-Pressure-Drop-lyrics," hmm, hmm, hmm, yeah hmm, hmm, hmm, yeah hmm, hmm, hmm, yeah it is you it is you, you it is you i say, pressure drop, oh, pressure oh yeah, pressure going to drop on you i say, a pressure drop, oh, pressure oh yeah, pressure going to drop on you i say, when it drops, oh, you gonna feel it know that you were doing wrong i say, when it drops, oh, you gonna feel it know that you were doing wrong hmm, hmm, hmm, yeah hmm, hmm, hmm, yeah hmm, hmm, hmm, yeah i say, a pressure drop, oh, pressure oh yeah, pressure going to drop on you i say, a pressure drop, oh, pressure oh yeah, pressure going to drop on you it is you it is you, you it is you, you i say, pressure drop, oh, pressure oh yeah, pressure going to drop on you i say, a pressure drop, oh, pressure oh yeah, pressure going to drop on you i say, when it drops, oh, you gonna feel it pressure, pressure, pressure, pressure pressure drop, oh, pressure, pressure pressure, pressure, pressure i say, a pressure drop, oh, pre oh, pressure, pressure pressure, pressure, pressure, pressure pressure going to drop on you, you, you the pressure, pressure, oh yeah pressure going to drop on you i say, pressure drop, oh, pressure oh yeah, pressure going to drop on you i say, a pressure drop, oh, pressure oh yeah, pressure going to drop on you, you, you, you yeah, yeah, pressure, pressure pressure, pressure, pressure, pressure pressure, pressure, pressure, pressure pressure, pressure, pressure, pressure pressure, pressure, pressure, pressure pressure going to drop on you, pressure pressure, pressure, pressure, pressure pressure going to drop on you i say, a pressure drop, oh, pressure oh yeah, pressure going to drop on you"
Leader of the Pack,The Shangri-Las,1964,454,https://www.genius.com/The-Shangri-Las-Leader-of-the-Pack-lyrics," is she really going out with him? well, there she is. let s ask her betty, is that jimmy s ring you re wearing? mhm gee, it must be great riding with him is he picking you up after school today? mnm by the way, where d you meet him? i met him at the candy store he turned around and smiled at me you get the picture? yes, we see that s when i fell for the leader of the pack my folks were always putting him down they said he came from the wrong side of town they told me he was bad but i knew he was sad that s why i fell for the leader of the pack one day my dad said,  find someone new i had to tell my jimmy,  we re through he stood there and asked me why but all i could do was cry i m sorry i hurt you, the leader of the pack he sort of smiled and kissed me goodbye the tears were beginning to show as he drove away on that rainy night i begged him to go slow whether he heard, i ll never know no, no, no, no, no, no, no look out, look out, look out, look out! i felt so helpless, what could i do? remembering all the things we ve been through in school they all stop and stare i can t hide my tears, but i don t care i ll never forget him, the leader of the pack ooh, ooh-ooh-ooh gone, gone, gone, gone, gone, gone, gone gone, gone, gone, gone, gone, gone, gone gone, gone, gone, gone..."
Heroin,The Velvet Underground,1967,455,https://www.genius.com/The-Velvet-Underground-Heroin-lyrics," i don t know just where i m goin but i m gonna try for the kingdom, if i can cause it makes me feel like i m a man when i put a spike into my vein and i tell you things aren t quite the same when i m rushin  on my run and i feel just like jesus  son and i guess that i just don t know and i guess that i just don t know i have made big decision i m gonna try to nullify my life cause when the blood begins to flow when it shoots up the dropper s neck when i m closin  in on death you can t help me, not you guys or all you sweet girls with all your sweet talk you can all go take a walk and i guess i just don t know and i guess that i just don t know i wish that i was born a thousand years ago i wish that i d sailed the darkened seas on a great big clipper ship goin  from this land here to that on a sailor s suit and cap away from the big city where a man cannot be free of all the evils of this town and of himself and those around oh, and i guess that i just don t know oh, and i guess that i just don t know heroin, be the death of me heroin, it s my wife and it s my life, haha because a mainline into my vein leads to a center in my head and then i m better off than dead because when the smack begins to flow i really don t care anymore about all the jim-jims in this town and all the politicians makin  crazy sounds and everybody puttin  everybody else down and all the dead bodies piled up in mounds cause when the smack begins to flow and i really don t care anymore ah, when that heroin is in my blood heh, and that blood is in my head then thank god that i m good as dead and thank your god that i m not aware and thank god that i just don t care and i guess i just don t know oh, and i guess i just don t know"
Penny Lane,The Beatles,1967,456,https://www.genius.com/The-Beatles-Penny-Lane-lyrics," in penny lane there is a barber showing photographs of every head he s had the pleasure to know and all the people that come and go stop and say hello on the corner is a banker with a motorcar the little children laugh at him behind his back and the banker never wears a mac in the pouring rain very strange penny lane is in my ears and in my eyes there beneath the blue suburban skies i sit and meanwhile back in penny lane there is a fireman with an hourglass and in his pocket is a portrait of the queen he likes to keep his fire engine clean it s a clean machine penny lane is in my ears and in my eyes four of fish and finger pies in summer, meanwhile back behind the shelter in the middle of a roundabout a pretty nurse is selling poppies from a tray and though she feels as if she s in a play she is anyway in penny lane the barber shaves another customer we see the banker sitting, waiting for a trim and then the fireman rushes in from the pouring rain very strange penny lane is in my ears and in my eyes there beneath the blue suburban skies i sit, and meanwhile back penny lane is in my ears and in my eyes there beneath the blue suburban skies penny lane"
The Twist,Chubby Checker,1960,457,https://www.genius.com/Chubby-Checker-The-Twist-lyrics," come on, baby, let s, do the twist come on, baby, let s do the twist take me by my little hand and go like this ee-yah, twist, baby, baby, twist ooh-ooh-ooh-yeah just like this come on, little miss, and do the twist my daddy is sleepin , and mama ain t around yeah, daddy s just sleepin , and mama ain t around we re gonna twist  n  twist  n  twist  n  til we tear the house down come on and twist, yeah, baby, twist ooh-ooh-ooh-yeah just like this come on, little miss, and do the twist, ee-yah yeah, you should see my little sis you should see my, my little sis she really knows how to rock she knows how to twist come on and twist, yeah, baby, twist ooh-ooh-ooh-yeah just like this come on, little miss, and do the twist yeah, mess all  round yeah, twist all night twist"
Cupid,Sam Cooke,1961,458,https://www.genius.com/Sam-Cooke-Cupid-lyrics," cupid, draw back your bow and let your arrow go straight to my lover s heart for me, for me cupid, please hear my cry and let your arrow fly straight to my lover s heart for me now, i don t mean to bother you but i m in distress there s danger of me losing all of my happiness for i love a girl who doesn t know i exist and this you can fix so cupid, draw back your bow and let your arrow go straight to my lover s heart for me, nobody but me cupid, please hear my cry and let your arrow fly straight to my lover s heart for me now, cupid, if your arrow make her love strong for me i promise i will love her until eternity i know between the two of us, her heart we can steal help me if you will so cupid, draw back your bow and let your arrow go straight to my lover s heart for me, nobody but me cupid, please hear my cry and let your arrow fly straight to my lover s heart for me now, cupid don t you hear me? calling you i need you cupid help me! i need you cupid don t fail me cause i need you"
Paradise City,Guns N Roses,1987,459,https://www.genius.com/Guns-N-Roses-Paradise-City-lyrics," take me down to the paradise city where the grass is green and the girls are pretty take me home take me down to the paradise city where the grass is green and the girls are pretty take me home just a  urchin livin  under the street, i m a hard case that s tough to beat i m your charity case, so buy me somethin  to eat i ll pay you at another time take it to the end of the line rags to riches, or so they say you gotta keep pushin  for the fortune and fame you know it s- it s all a gamble when it s just a game you treat it like a capital crime everybody s doin  the time take me down to the paradise city where the grass is green and the girls are pretty oh, won t you please take me home?  yeah-yeah take me down to the paradise city where the grass is green and the girls are pretty take me home strapped in the chair of the city s gas chamber why i m here, i can t quite remember the surgeon general says it s hazardous to breathe i d have another cigarette, but i can t see tell me who you re gonna believe take me down to the paradise city where the grass is green and the girls are pretty take me home, yeah-yeah take me down to the paradise city where the grass is green and the girls are pretty oh, won t you please take me home?  yeah so far away so far away so far away so far away captain america s been torn apart now he s a court jester with a broken heart he said,  turn me around and take me back to the start i must be losin  my mind,  are you blind?  i seen it all a million times take me down to the paradise city where the grass is green and the girls are pretty take me home, yeah-yeah take me down to the paradise city where the grass is green and the girls are pretty oh, won t you please take me home? take me down to the paradise city where the grass is green and the girls are pretty take me home, yeah-yeah take me down to the paradise city where the grass is green and the girls are pretty oh, won t you please take me home? home i wanna go, i wanna know oh, won t you please take me home? i wanna see how good it can be oh, won t you please take me home? take me down to the paradise city where the grass is green and the girls are pretty take me home take me down to the paradise city where the grass is green and the girls are pretty oh, won t you please take me home?  take me down , meet me  round oh, won t you please take me home?  i wanna see  how good it can be oh, won t you please take me home? i wanna see, ooh, how good it can be oh, oh, take me home take me down to the paradise city where the grass is green and the girls are pretty oh, won t you please take me home?  i wanna know , i wanna know oh, won t you please take me home? yeah, baby please! "
My Sweet Lord,George Harrison,1970,460,https://www.genius.com/George-Harrison-My-Sweet-Lord-lyrics," my sweet lord mmm, my lord mmm, my lord i really wanna see you really wanna be with you really wanna see you, lord, but it takes so long, my lord my sweet lord mmm, my lord mmm, my lord i really wanna know you i d really wanna go with you i really wanna show you, lord, that it won t take long, my lord my sweet lord mmm, my lord my sweet lord  i really wanna see you really wanna see you really wanna see you, lord really wanna see you, lord, but it takes so long, my lord my sweet lord mmm, my lord my, my, my lord i really wanna know you mmmmm my sweet lord my, my lord mmm, my lord my, my, my lord oh, oh, my sweet lord ooh  now, i really wanna see you really wanna be with you really wanna see you, lord, but it takes so long, my lord mmm, my lord my, my, my lord my, my sweet lord my sweet lord ah, oh, my lord mmm mmm mmm mmm my sweet lord my sweet lord my, my, my lord my, my, my, my lord my, my sweet lord my sweet lord my, my sweet lord my, my sweet lord "
Sheena Is a Punk Rocker,Ramones,1977,461,https://www.genius.com/Ramones-Sheena-Is-a-Punk-Rocker-lyrics," two! well, the kids are all hopped up and ready to go they re ready to go now they got their surfboards and they re going to the discotheque-a-go-go but she just couldn t stay she had to break away well, new york city really has it all oh yeah, oh yeah sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now well she s a punk, punk, a punk rocker punk, punk, a punk rocker punk, punk, a punk rocker punk, punk, a punk rocker well, the kids are all hopped up and ready to go they re ready to go now they got their surfboards and they re going to the discotheque-a-go-go but she just couldn t stay she had to break away well, new york city really has it all oh yeah, oh yeah sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now well she s a punk, punk, a punk rocker punk, punk, a punk rocker punk, punk, a punk rocker punk, punk, a punk rocker sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now sheena is a punk rocker sheena is a punk rocker sheena is a punk rocker now sheena is a punk rocker sheena is..."
All Apologies,Nirvana,1993,462,https://www.genius.com/Nirvana-All-Apologies-lyrics," what else should i be? all apologies what else could i say? everyone is gay what else could i write? i don t have the right what else should i be? all apologies in the sun, in the sun, i feel as one in the sun, in the sun married buried i wish i was like you easily amused find my nest of salt everything s my fault i ll take all the blame aqua sea foam shame sunburn, freezer burn chokin  on the ashes of her enemy in the sun, in the sun, i feel as one in the sun, in the sun married married married buried yeah, yeah, yeah, yeah all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are all in all is all we are"
